食品番号,索引番号,食品名,廃棄率(%),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食物繊維総量(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),リン(mg),鉄(mg),亜鉛(mg),銅(mg),マンガン(mg),ヨウ素(μg),セレン(μg),クロム(μg),モリブデン(μg),レチノール(μg),αーカロテン(μg),βーカロテン(μg),βークリプトキサンチン(μg),βーカロテン当量(μg),レチノール活性当量(μg),ビタミンD(μg),αートコフェロール(mg),βートコフェロール(mg),γートコフェロール(mg),δートコフェロール(mg),ビタミンK(μg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン当量(mg),ビタミンB6(mg),ビタミンB12(μg),葉酸(μg),パントテン酸(mg),ビオチン(μg),ビタミンC(mg),食塩相当量g,備考
16050,2275,＜その他＞　甘酒,0,76,79.7,1.7,0.1,18.3,0.4,60.0,14.0,3.0,5.0,21.0,0.1,0.3,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.6,0.02,0.0,8.0,0.0,0.0,0.0,0.2,(100 g：96mL、100 mL：104g)
16051,2276,＜その他＞　昆布茶,0,173,1.4,5.2,0.2,42.0,2.8,20000.0,580.0,88.0,51.0,14.0,0.5,0.3,0.0,0.03,26000.0,2.0,13.0,1.0,0.0,0.0,30.0,1.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.01,0.02,0.1,0.0,0.0,11.0,0.01,0.5,6.0,51.3,"粉末製品
(100 g：198mL、100 mL：51g)"
16057,2277,＜その他＞　スポーツドリンク,0,21,94.7,0.0,0.0,5.1,0.0,31.0,26.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.12,0.0,0.0,0.0,0.0,0.0,0.1,(100 g：99mL、100 mL：101g)
16052,2278,＜その他＞　（炭酸飲料類）　果実色飲料,0,51,87.2,0.0,0.0,12.8,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"試料： 無果汁のもの
(100 g：98mL、100 mL：102g)
ビタミンC： 添加品あり"
16053,2279,＜その他＞　（炭酸飲料類）　コーラ,0,46,88.5,0.1,0.0,11.4,0.0,2.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(100 g：98mL、100 mL：103g)
16054,2280,＜その他＞　（炭酸飲料類）　サイダー,0,41,89.8,0.0,0.0,10.2,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(100 g：98mL、100 mL：103g)
16058,2281,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,0,5,98.6,0.1,0.0,1.2,0.0,3.0,9.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.02,0.0,8.0,0.0,"別名： ノンアルコールビール
(100 g： 99.5 mL、100 mL： 100.5 g)"
16061,2282,＜その他＞　なぎなたこうじゅ　浸出液,0,0,99.9,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,浸出法：焙煎した茎葉及び花6g/水2000mL、加熱・沸騰後10分煮出し、タンニン：0g
16055,2283,＜その他＞　麦茶　浸出液,0,1,99.7,0.0,0.0,0.3,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,浸出法： 麦茶 50 g/ 湯 1500 mL、沸騰後 5 分放置
17001,2284,＜調味料類＞　（ウスターソース類）　ウスターソース,0,117,61.3,1.0,0.1,27.1,0.5,3300.0,190.0,59.0,24.0,11.0,1.6,0.1,0.1,0.0,3.0,1.0,9.0,4.0,0.0,10.0,41.0,0.0,47.0,4.0,0.0,0.2,0.1,0.0,0.0,1.0,0.01,0.02,0.3,0.03,0.0,1.0,0.15,6.5,0.0,8.5,(100 g： 83.7 mL、100 mL： 119.5 g)
17002,2285,＜調味料類＞　（ウスターソース類）　中濃ソース,0,129,60.9,0.8,0.1,30.9,1.0,2300.0,210.0,61.0,23.0,16.0,1.7,0.1,0.18,0.23,3.0,1.0,7.0,3.0,0.0,5.0,85.0,0.0,87.0,7.0,0.0,0.5,0.1,0.0,0.0,2.0,0.02,0.04,0.4,0.04,0.0,1.0,0.18,5.8,0.0,5.8,(100 g： 86 mL、100 mL： 116 g)
17003,2286,＜調味料類＞　（ウスターソース類）　濃厚ソース,0,130,60.7,0.9,0.1,30.9,1.0,2200.0,210.0,61.0,26.0,17.0,1.5,0.1,0.23,0.23,0.0,0.0,0.0,0.0,0.0,14.0,100.0,0.0,110.0,9.0,0.0,0.5,0.1,0.1,0.0,2.0,0.03,0.04,0.8,0.06,0.0,1.0,0.21,0.0,0.0,5.6,
17085,2287,＜調味料類＞　（ウスターソース類）　お好み焼きソース,0,144,58.1,1.6,0.1,33.7,0.9,1900.0,240.0,31.0,20.0,28.0,0.9,0.2,0.1,0.13,2.0,2.0,5.0,6.0,0.0,3.0,200.0,0.0,200.0,17.0,0.0,0.8,0.0,0.0,0.0,1.0,0.03,0.03,0.8,0.06,0.1,6.0,0.19,4.5,3.0,4.9,(100 g： 86 mL、100 mL： 117g)
17004,2288,＜調味料類＞　（辛味調味料類）　トウバンジャン,0,49,69.7,2.0,2.3,7.9,4.3,7000.0,200.0,32.0,42.0,49.0,2.3,0.3,0.13,0.28,0.0,0.0,0.0,0.0,0.0,21.0,1400.0,0.0,1400.0,120.0,0.0,3.0,0.1,1.1,0.4,12.0,0.04,0.17,1.3,0.2,0.0,8.0,0.24,0.0,3.0,17.8,(100 g： 88 mL、100 mL： 113g)
17005,2289,＜調味料類＞　（辛味調味料類）　チリペッパーソース,0,58,84.1,0.7,0.5,12.8,0.0,630.0,130.0,15.0,13.0,24.0,1.5,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,62.0,1400.0,250.0,1600.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,タバスコソース等を含む
17006,2290,＜調味料類＞　（辛味調味料類）　ラー油,0,887,0.1,0.1,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,270.0,710.0,59.0,0.0,3.7,0.1,48.0,1.2,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,使用油配合割合： ごま油 8、 とうもろこし油 2
17007,2291,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,0,76,67.1,7.7,0.0,7.9,0.0,5700.0,390.0,29.0,65.0,160.0,1.7,0.9,0.01,1.0,1.0,11.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,1.6,0.17,0.1,33.0,0.48,12.0,0.0,14.5,(100 g： 84.7 mL、100 mL： 118.1 g)
17086,2292,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,0,68,74.4,8.1,0.0,9.0,0.0,3300.0,260.0,31.0,74.0,170.0,2.1,0.9,0.0,1.17,1.0,10.0,3.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,1.8,0.17,0.0,57.0,0.46,11.0,0.0,8.3,(100 g： 89.3 mL、100 mL： 112.0 g)
17008,2293,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,0,60,69.7,5.7,0.0,5.8,0.0,6300.0,320.0,24.0,50.0,130.0,1.1,0.6,0.01,0.66,1.0,6.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,1.2,0.13,0.1,31.0,0.37,8.4,0.0,16.0,(100 g： 84.7 mL、100 mL： 118.1 g)
17139,2294,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,0,77,70.9,6.4,0.0,7.6,0.0,5000.0,330.0,19.0,54.0,130.0,1.0,0.5,0.0,0.7,0.0,4.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08,1.1,0.11,0.0,36.0,0.34,6.0,4.0,12.8,"食物繊維：AOAC2011.25法
(100 g： 87.8 mL、100 mL： 113.9 g)"
17009,2295,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,0,111,57.3,11.8,0.0,15.9,0.0,5100.0,810.0,40.0,100.0,260.0,2.7,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,2.0,0.22,0.1,37.0,0.59,0.0,0.0,13.0,(100 g： 82.6 mL、100 mL： 121.1 g)
17010,2296,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,0,101,60.7,9.6,0.0,15.9,0.0,4900.0,530.0,23.0,89.0,220.0,2.1,1.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15,1.7,0.18,0.2,29.0,0.57,0.0,0.0,12.4,(100 g： 82.6 mL、100 mL： 121.1 g)
17011,2297,＜調味料類＞　（しょうゆ類）　しろしょうゆ,0,86,63.0,2.5,0.0,19.2,0.0,5600.0,95.0,13.0,34.0,76.0,0.7,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.06,1.0,0.08,0.2,14.0,0.28,0.0,0.0,14.2,(100 g： 82.6 mL、100 mL： 121.1 g)
17087,2298,＜調味料類＞　（しょうゆ類）　だししょうゆ,0,39,83.2,4.0,0.0,4.1,0.0,2800.0,230.0,16.0,35.0,89.0,0.9,0.4,0.0,0.5,750.0,8.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,1.2,0.09,0.2,17.0,0.26,6.2,0.0,7.3,こいくちしょうゆ1、かつお昆布だし1
17088,2299,＜調味料類＞　（しょうゆ類）　照りしょうゆ,0,172,55.0,2.4,0.0,35.7,0.0,1600.0,110.0,10.0,20.0,51.0,0.5,0.2,0.04,0.31,0.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.5,0.06,0.0,9.0,0.13,3.4,0.0,4.0,本みりん126、こいくちしょうゆ45
17012,2300,＜調味料類＞　（食塩類）　食塩,0,0,0.1,0.0,0.0,0.0,0.0,39000.0,100.0,22.0,18.0,0.0,0.0,0.0,0.01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,"塩事業センター及び日本塩工業会の品質規格では塩化ナトリウム99 %以上
(100 g：83mL、100 mL：120g)"
17013,2301,＜調味料類＞　（食塩類）　並塩,0,0,1.8,0.0,0.0,0.0,0.0,38000.0,160.0,55.0,73.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,"別名： あら塩
塩事業センター及び日本塩工業会の品質規格では塩化ナトリウム95 %以上
(100 g：111mL、100 mL：90g)"
17146,2302,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,0,50,0.0,0.0,0.0,16.7,0.0,19000.0,19000.0,2.0,240.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,"別名：減塩塩
調味料（無機塩、有機酸）を含む"
17147,2303,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,2.0,0.0,0.0,0.0,0.0,18000.0,25000.0,390.0,530.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,"別名：減塩塩
塩化カリウムを含む"
17014,2304,＜調味料類＞　（食塩類）　精製塩　家庭用,0,0,0.0,0.0,0.0,0.0,0.0,39000.0,2.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,"塩事業センターの品質規格では塩化ナトリウム99.5 %以上
(100 g：83mL、100 mL：120g)"
17089,2305,＜調味料類＞　（食塩類）　精製塩　業務用,0,0,0.0,0.0,0.0,0.0,0.0,39000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,"塩事業センターの品質規格では塩化ナトリウム99.5 %以上
(100 g：83mL、100 mL：120g)"
17090,2306,＜調味料類＞　（食酢類）　黒酢,0,54,85.7,1.0,0.0,9.0,0.0,10.0,47.0,5.0,21.0,52.0,0.2,0.3,0.01,0.55,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.8,0.06,0.1,1.0,0.07,1.0,0.0,0.0,
17015,2307,＜調味料類＞　（食酢類）　穀物酢,0,25,93.3,0.1,0.0,2.4,0.0,6.0,4.0,2.0,1.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.01,0.1,0.0,0.0,0.1,0.0,0.0,(100 g：100mL、100 mL：100g)
17016,2308,＜調味料類＞　（食酢類）　米酢,0,46,87.9,0.2,0.0,7.4,0.0,12.0,16.0,2.0,6.0,15.0,0.1,0.2,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.3,0.02,0.1,0.0,0.08,0.4,0.0,0.0,(100 g：100mL、100 mL：100g)
17091,2309,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,0,99,74.2,0.5,0.0,19.4,0.0,29.0,140.0,17.0,11.0,22.0,0.7,0.1,0.01,0.13,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.2,0.05,0.0,0.0,0.03,1.4,0.0,0.1,(100 g：100mL、100 mL：100g)
17017,2310,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,0,22,93.7,0.1,0.0,1.2,0.0,4.0,22.0,3.0,2.0,8.0,0.2,0.0,0.01,0.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.1,0.0,0.0,別名： ワインビネガー、 ワイン酢
17018,2311,＜調味料類＞　（食酢類）　果実酢　りんご酢,0,26,92.6,0.1,0.0,2.4,0.0,18.0,59.0,4.0,4.0,6.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.01,0.3,0.0,0.06,0.0,0.0,0.0,別名： サイダービネガー
17130,2312,＜調味料類＞　（だし類）　あごだし,0,0,99.8,0.1,0.0,0.0,0.0,10.0,19.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"液状だし
2％のあごでとっただし"
17019,2313,＜調味料類＞　（だし類）　かつおだし　荒節,0,2,99.4,0.4,0.0,0.0,0.0,21.0,29.0,2.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.4,0.02,0.4,0.0,0.04,0.1,0.0,0.1,"液状だし
3％の荒節でとっただし"
17131,2314,＜調味料類＞　（だし類）　かつおだし　本枯れ節,0,2,99.4,0.5,0.0,0.0,0.0,21.0,32.0,0.0,3.0,18.0,0.0,0.0,0.01,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.4,0.01,0.2,0.0,0.0,0.0,0.0,0.1,"液状だし
3％の本枯れ節でとっただし"
17020,2315,＜調味料類＞　（だし類）　昆布だし　水出し,0,4,98.5,0.1,0.0,0.9,0.0,61.0,140.0,3.0,4.0,6.0,0.0,0.0,0.0,0.01,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.2,"液状だし
3％の真昆布でとっただし"
17132,2316,＜調味料類＞　（だし類）　昆布だし　煮出し,0,5,98.1,0.1,0.0,1.3,0.1,73.0,160.0,5.0,8.0,4.0,0.0,0.0,0.01,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.01,0.1,0.0,0.2,"液状だし
3％の真昆布でとっただし"
17021,2317,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,0,2,99.2,0.3,0.0,0.3,0.0,34.0,63.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,1500.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.9,0.01,0.3,1.0,0.04,0.1,0.0,0.1,"液状だし
2％の荒節と1％の真昆布でとっただし"
17148,2318,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,0,2,99.2,0.3,0.0,0.4,0.0,30.0,58.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,2900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.01,0.1,0.0,0.0,0.0,0.0,0.1,"液状だし
2％の本枯れ節と1％の真昆布でとっただし"
17022,2319,＜調味料類＞　（だし類）　しいたけだし,0,4,98.8,0.1,0.0,0.9,0.0,3.0,29.0,1.0,3.0,8.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.6,0.02,0.0,2.0,0.57,0.0,0.0,0.0,"液状だし
７％のしいたけでとっただし"
17023,2320,＜調味料類＞　（だし類）　煮干しだし,0,1,99.7,0.1,0.1,0.0,0.0,38.0,25.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.2,1.0,0.0,0.0,0.0,0.1,"液状だし
3％の煮干しでとっただし"
17024,2321,＜調味料類＞　（だし類）　鶏がらだし,0,7,98.6,0.9,0.4,0.0,0.0,40.0,60.0,1.0,1.0,15.0,0.1,0.0,0.01,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,0.04,1.1,0.02,0.1,2.0,0.31,0.5,0.0,0.1,"別名： 鶏ガラスープ
試料： 調理した液状だし
鶏がらからとっただし　"
17025,2322,＜調味料類＞　（だし類）　中華だし,0,3,99.0,0.8,0.0,0.0,0.0,20.0,90.0,3.0,5.0,40.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,1.3,0.05,0.0,1.0,0.26,0.0,0.0,0.1,"別名：湯（たん）
液状だし
鶏肉、豚もも肉、ねぎ、しょうがなどでとっただし　　　"
17026,2323,＜調味料類＞　（だし類）　洋風だし,0,6,97.8,1.3,0.0,0.3,0.0,180.0,110.0,5.0,6.0,37.0,0.1,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,1.1,0.06,0.2,3.0,0.25,0.0,0.0,0.5,"別名： スープストック、ブイヨン
液状だし
牛もも肉、にんじん、たまねぎ、セロリーなどでとっただし　"
17027,2324,＜調味料類＞　（だし類）　固形ブイヨン,0,233,0.8,7.0,4.3,42.1,0.3,17000.0,200.0,26.0,19.0,76.0,0.4,0.1,0.1,0.1,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,2.0,0.03,0.08,1.1,0.4,0.1,16.0,0.28,0.5,0.0,43.2,"別名： 固形コンソメ
顆粒状の製品を含む
固形だし"
17092,2325,＜調味料類＞　（だし類）　顆粒おでん用,0,166,0.9,9.6,0.1,31.7,0.0,22000.0,210.0,30.0,33.0,130.0,0.8,0.4,0.05,0.33,2.0,26.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.11,2.5,0.07,0.4,14.0,0.2,4.9,0.0,56.4,顆粒だし
17093,2326,＜調味料類＞　（だし類）　顆粒中華だし,0,210,1.2,12.6,1.6,36.6,0.0,19000.0,910.0,84.0,33.0,240.0,0.6,0.5,0.05,0.16,31.0,8.0,8.0,6.0,2.0,2.0,7.0,0.0,8.0,3.0,0.0,0.9,0.1,5.0,1.4,0.0,0.06,0.56,8.5,0.29,0.3,170.0,1.48,5.1,0.0,47.5,"粉末製品を含む
顆粒だし"
17028,2327,＜調味料類＞　（だし類）　顆粒和風だし,0,223,1.6,24.2,0.3,31.1,0.0,16000.0,180.0,42.0,20.0,260.0,1.0,0.5,0.12,0.09,5.0,74.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.03,0.2,6.9,0.06,1.4,14.0,0.18,3.8,0.0,40.6,"別名： 顆粒風味調味料
粉末製品を含む
顆粒だし
(100 g：155mL、100 mL：64g)"
17140,2328,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,0,20,93.0,1.0,0.0,4.1,0.0,700.0,53.0,4.0,8.0,23.0,0.2,0.1,0.0,0.12,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.5,0.02,0.0,4.0,0.06,1.5,0.0,1.8,液状だし
17029,2329,＜調味料類＞　（だし類）　めんつゆ　ストレート,0,44,85.4,2.2,0.0,8.7,0.0,1300.0,100.0,8.0,15.0,48.0,0.4,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,1.2,0.04,0.3,17.0,0.18,0.0,0.0,3.3,液状だし
17141,2330,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,0,71,75.2,3.4,0.0,14.4,0.0,2600.0,160.0,12.0,25.0,67.0,0.6,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,1.9,0.06,0.3,13.0,0.19,0.0,0.0,6.6,液状だし
17030,2331,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,0,98,64.9,4.5,0.0,20.0,0.0,3900.0,220.0,16.0,35.0,85.0,0.8,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,1.4,0.07,0.2,9.0,0.19,0.0,0.0,9.9,"液状だし
(100 g：86mL、100 mL：116g)"
17142,2332,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,0,157,57.5,3.3,11.7,9.9,0.0,6700.0,200.0,22.0,31.0,69.0,0.6,0.3,0.03,0.33,2.0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,1.0,0.03,0.08,1.4,0.1,0.0,20.0,0.24,3.7,0.0,17.1,"ペーストタイプ
濃縮割合： 第3章参照"
17143,2333,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,0,187,48.4,6.4,11.0,16.8,1.6,6500.0,270.0,61.0,43.0,100.0,1.8,0.6,0.14,0.09,2.0,4.0,1.0,31.0,0.0,0.0,18.0,7.0,22.0,2.0,0.0,0.3,0.1,2.2,1.3,5.0,0.02,0.08,2.2,0.08,0.0,27.0,0.2,6.5,0.0,16.5,"ペーストタイプ
濃縮割合： 第3章参照"
17094,2334,＜調味料類＞　（調味ソース類）　甘酢,0,116,67.2,0.1,0.0,28.4,0.0,470.0,5.0,2.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.01,0.1,0.0,0.0,0.1,0.0,1.2,
17095,2335,＜調味料類＞　（調味ソース類）　エビチリの素,0,54,85.8,1.2,1.4,9.5,0.6,680.0,150.0,8.0,10.0,45.0,0.3,0.1,0.03,0.22,0.0,1.0,1.0,2.0,0.0,1.0,150.0,0.0,150.0,13.0,0.0,0.6,0.0,0.8,0.2,3.0,0.14,0.04,1.5,0.1,0.0,5.0,0.28,0.7,1.0,1.8,
